word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
sonorous,"(소리가) 듣기 좋은, 낭랑한",（声音）浑厚的,,/ˈsɒn(ə)rəs/,,", rich, sonorous, deep, full-bodied, vibrant, fruity, clear, loud, strong",,", rich, sonorous, deep, full-bodied, vibrant, fruity, clear, loud, strong"
immoral,"비도덕적인, 부도덕한",不道德的，道德败坏的,,/ɪˈmɒr(ə)l/,,", bad, morally wrong, wrongful, wicked, evil, unprincipled, unscrupulous, dishonourable, dishonest, unconscionable, iniquitous, disreputable, fraudulent, corrupt, depraved, vile, villainous, nefarious, base, unfair, underhand, devious",,", bad, morally wrong, wrongful, wicked, evil, unprincipled, unscrupulous, dishonourable, dishonest, unconscionable, iniquitous, disreputable, fraudulent, corrupt, depraved, vile, villainous, nefarious, base, unfair, underhand, devious"
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",波动，涨落，起伏,记忆技巧：fluctu 波浪 + ation 状态 → 波动，起伏,/ˌflʌktʃʊˈeɪʃ(ə)n/,,", shift, change, alteration, swing, movement, oscillation, undulation, alternation, rise and fall, rising and falling, see-sawing, yo-yoing, instability, unsteadiness",,", shift, change, alteration, swing, movement, oscillation, undulation, alternation, rise and fall, rising and falling, see-sawing, yo-yoing, instability, unsteadiness"
kinesthetic,운동 감각(성)의,运动觉的,,/ˌkinəsˈTHedik/,,,,
synopsis,(글·희곡 등의) 개요,（电影、书籍等的）概要，梗概，提要,,/sɪˈnɒpsɪs/,,", precis, résumé, abstract, outline, condensation, digest, summarization, summing-up, rundown, round-up, abridgement, review, sketch, compendium",,", precis, résumé, abstract, outline, condensation, digest, summarization, summing-up, rundown, round-up, abridgement, review, sketch, compendium"
perfidy,배신,背信弃义（行为）；不忠贞（行为）,,/ˈpəːfɪdi/,,", duplicity, deceit, perfidiousness, deceitfulness, disloyalty, infidelity, faithlessness, unfaithfulness, betrayal, treason, falseness, falsity, double-dealing, dishonesty, two-facedness, untrustworthiness, breach of trust",,", duplicity, deceit, perfidiousness, deceitfulness, disloyalty, infidelity, faithlessness, unfaithfulness, betrayal, treason, falseness, falsity, double-dealing, dishonesty, two-facedness, untrustworthiness, breach of trust"
defunct,(지금은) 현존하지[행해지지/사용되지] 않는,不复存在的；死亡的；失灵的,,/dɪˈfʌŋ(k)t/,,", no longer in use, unused, inoperative, non-functioning, unusable, obsolete",,", no longer in use, unused, inoperative, non-functioning, unusable, obsolete"
equitable,"공정한, 공평한",公平合理的；公正的,,/ˈɛkwɪtəb(ə)l/,,", just",,", just"
catholic,,广泛的；包罗万象的,,/ˈkaθ(ə)lɪk/,,", diversified, wide, broad, broad-based, eclectic, indiscriminate",,", diversified, wide, broad, broad-based, eclectic, indiscriminate"
chastise,꾸짖다,严厉批评，谴责，斥责,,/tʃaˈstʌɪz/,,", upbraid, berate, reprimand, reprove, rebuke, admonish, chide, censure, castigate, lambaste, lecture, criticize, pull up, take to task, haul over the coals, bring to book",,", upbraid, berate, reprimand, reprove, rebuke, admonish, chide, censure, castigate, lambaste, lecture, criticize, pull up, take to task, haul over the coals, bring to book"
abortive,"무산된, 유산된, 수포로 돌아간",失败的；夭折的；无结果的,,/əˈbɔːtɪv/,,", unsuccessful, non-successful, vain, thwarted, futile, useless, worthless, ineffective, ineffectual, to no effect, inefficacious, fruitless, unproductive, unavailing, to no avail, sterile, nugatory",,", unsuccessful, non-successful, vain, thwarted, futile, useless, worthless, ineffective, ineffectual, to no effect, inefficacious, fruitless, unproductive, unavailing, to no avail, sterile, nugatory"
refute,논박[반박]하다,驳斥；反驳；否认…的正确性（或真实性）,,/rɪˈfjuːt/,,", prove false, prove wrong, prove to be false, prove to be wrong, show to be false, show to be wrong, rebut, confute, give the lie to, demolish, explode, debunk, drive a coach and horses through, discredit, invalidate",,", prove false, prove wrong, prove to be false, prove to be wrong, show to be false, show to be wrong, rebut, confute, give the lie to, demolish, explode, debunk, drive a coach and horses through, discredit, invalidate"
pusillanimous,"겁 많은, 겁쟁이인",怯懦的，胆小的,,/ˌpjuːsɪˈlanɪməs/,,", lily-livered, chicken-hearted, pigeon-hearted, spiritless, spineless, craven",,", lily-livered, chicken-hearted, pigeon-hearted, spiritless, spineless, craven"
apace,"빠른 속도로, 빨리",飞快，迅速,,/əˈpeɪs/,,", fast, swiftly, rapidly, speedily, briskly, without delay, post-haste, expeditiously, at full speed, at full tilt",,", fast, swiftly, rapidly, speedily, briskly, without delay, post-haste, expeditiously, at full speed, at full tilt"
impartial,공정한,公正的，无偏见的,,/ɪmˈpɑːʃ(ə)l/,,", unprejudiced, neutral, non-partisan, non-discriminatory, anti-discrimination, disinterested, uninvolved, uncommitted, detached, dispassionate, objective, open-minded, equitable, even-handed, fair, fair-minded, just",,", unprejudiced, neutral, non-partisan, non-discriminatory, anti-discrimination, disinterested, uninvolved, uncommitted, detached, dispassionate, objective, open-minded, equitable, even-handed, fair, fair-minded, just"
enthrall,마음을 사로잡다,迷住，迷恋，出神，叫…感到心醉神驰，使…迷惑不解;奴役，俘虏,,/inˈTHrôl/,,", charm, enchant, bewitch, fascinate, beguile, entrance, enrapture, delight, attract, allure, lure",,", charm, enchant, bewitch, fascinate, beguile, entrance, enrapture, delight, attract, allure, lure"
avouch,진실이라고 단언[언명]하다,保证，担保；断言，公开承认，主张,,/əˈvaʊtʃ/,,", maintain, state, aver, affirm, contend, argue, insist, hold, profess, move, claim, allege, avow, vow, swear, attest, testify, certify",,", maintain, state, aver, affirm, contend, argue, insist, hold, profess, move, claim, allege, avow, vow, swear, attest, testify, certify"
confer,상의하다,（常指为达成行动决议而）商讨，商议，协商,,/kənˈfəː/,,", present to, present with, grant to, award to, decorate with, honour with, give to, give out to, gift with, endow with, vest in, hand out to, extend to, vouchsafe to, accord to",,", present to, present with, grant to, award to, decorate with, honour with, give to, give out to, gift with, endow with, vest in, hand out to, extend to, vouchsafe to, accord to"
acquaint,"익히다, 숙지하다",使认识；使了解；使熟悉；使知悉,,/əˈkweɪnt/,,", make familiar, make conversant, get up to date, keep up to date",,", make familiar, make conversant, get up to date, keep up to date"
err,실수를 범하다,犯错误；做错事；出差错,,/əː/,,", guilty, culpable, misbehaving, delinquent, lawless, lawbreaking, criminal, transgressing, aberrant, deviant, errant, sinning",,", guilty, culpable, misbehaving, delinquent, lawless, lawbreaking, criminal, transgressing, aberrant, deviant, errant, sinning"
perennial,"(아주 오랫동안) 지속되는, 영원한; 계속 반복되는",长期存在的；常年的；不断发生的；反覆的,,/pəˈrɛnɪəl/,,", perpetual, eternal, continuing, unending, never-ending, endless, undying, ceaseless, abiding, enduring, lasting, persisting, permanent, constant, continual, unfailing, unchanging, never-changing",,", perpetual, eternal, continuing, unending, never-ending, endless, undying, ceaseless, abiding, enduring, lasting, persisting, permanent, constant, continual, unfailing, unchanging, never-changing"
droll,우스꽝스러운,滑稽可笑的，古怪离奇的,,/drəʊl/,,", humorous, amusing, comic, comical, mirthful, chucklesome, hilarious, rollicking",,", humorous, amusing, comic, comical, mirthful, chucklesome, hilarious, rollicking"
rhetoric,미사여구,雄辩言辞；煽动性语言,,/ˈrɛtərɪk/,,", eloquence, power of speech, command of language, expression, way with words, delivery, diction",,", eloquence, power of speech, command of language, expression, way with words, delivery, diction"
enervate,기력을 떨어뜨리다,使衰弱；使无力；使丧失活力,,/ˈɛnəveɪt/,,", tire, fatigue, weary, wear out, devitalize, drain, sap, weaken, make weak, make feeble, enfeeble, debilitate, incapacitate, indispose, prostrate, immobilize, lay low, put out of action",,", tire, fatigue, weary, wear out, devitalize, drain, sap, weaken, make weak, make feeble, enfeeble, debilitate, incapacitate, indispose, prostrate, immobilize, lay low, put out of action"
carnage,대학살,（尤指战争中的）大屠杀，残杀,,/ˈkɑːnɪdʒ/,,", massacre, mass murder, mass destruction, butchery, bloodbath, indiscriminate bloodshed, bloodletting, annihilation, destruction, decimation, havoc",,", massacre, mass murder, mass destruction, butchery, bloodbath, indiscriminate bloodshed, bloodletting, annihilation, destruction, decimation, havoc"
truism,뻔한 말[소리],自明之理，不言而喻的话,,/ˈtruːɪz(ə)m/,,", commonplace, cliché, banal saying, hackneyed saying, overworked saying, trite saying, stock phrase, banality, old chestnut, bromide",,", commonplace, cliché, banal saying, hackneyed saying, overworked saying, trite saying, stock phrase, banality, old chestnut, bromide"
abeyance,"(일시적) 중지, 정지",搁置；暂时中止；暂缓,,/əˈbeɪəns/,,", adjourn, interrupt, break off, postpone, delay, defer, shelve, arrest, put off, intermit, prorogue, hold over, put aside, pigeonhole",,", adjourn, interrupt, break off, postpone, delay, defer, shelve, arrest, put off, intermit, prorogue, hold over, put aside, pigeonhole"
appraisal,(가치·업적·본질에 대한) 평가[판단],评定；鉴定；估价；评价,,/əˈpreɪz(ə)l/,,", evaluation, estimation, judgement, rating, gauging, sizing up, summing-up, consideration",,", evaluation, estimation, judgement, rating, gauging, sizing up, summing-up, consideration"
dubiety,"의심스러움, 불확실함",犹豫;怀疑;疑惑,记忆技巧：dubious 怀疑的 + ety 性质，状态 → 怀疑,/djuːˈbʌɪɪti/,,", lack of certainty, unsureness, indecision, hesitation, hesitancy, dubiousness, suspicion, confusion",,", lack of certainty, unsureness, indecision, hesitation, hesitancy, dubiousness, suspicion, confusion"
irascible,화를 잘 내는,易怒的，性情暴躁的,,/ɪˈrasɪb(ə)l/,,", quick-tempered, short-tempered, bad-tempered, ill-tempered, hot-tempered, thin-skinned, snappy, snappish, tetchy, testy, touchy, edgy, crabby, waspish, dyspeptic",,", quick-tempered, short-tempered, bad-tempered, ill-tempered, hot-tempered, thin-skinned, snappy, snappish, tetchy, testy, touchy, edgy, crabby, waspish, dyspeptic"
sidle,(주저주저하듯) 옆걸음질 치다,侧身而行；悄悄地走,,/ˈsʌɪd(ə)l/,,", sneak, slink, slip, slide, skulk, prowl, steal, edge, inch, ease, worm, nose, move furtively, move with stealth, tread warily",,", sneak, slink, slip, slide, skulk, prowl, steal, edge, inch, ease, worm, nose, move furtively, move with stealth, tread warily"
malady,"심각한 문제, 병폐",病，疾病,,/ˈmalədi/,,", sickness, ailment, disorder, complaint, disease, infection, indisposition, affliction, infirmity",,", sickness, ailment, disorder, complaint, disease, infection, indisposition, affliction, infirmity"
congregate,모이다,聚集，集合,,/ˈkɒŋɡrɪɡeɪt/,,", gather, collect, come together, flock together, get together, convene, rally, rendezvous, muster, meet, amass, crowd, cluster, throng, group",,", gather, collect, come together, flock together, get together, convene, rally, rendezvous, muster, meet, amass, crowd, cluster, throng, group"
capitulate,(오랫동안 거부하던 것에) 굴복하다,投降；屈服；停止抵抗,,/kəˈpɪtjʊleɪt/,,", give in, yield, admit defeat, concede defeat, give up the struggle, submit, back down, climb down, give way, cave in, succumb, crumble, bow to someone, bow to something",,", give in, yield, admit defeat, concede defeat, give up the struggle, submit, back down, climb down, give way, cave in, succumb, crumble, bow to someone, bow to something"
aggrandize,"크게 하다, 확대하다(enlarge); 과장하다",扩大…的权势；提高…的地位,,/əˈɡrandʌɪz/,,", magnified, aggrandized, unwarranted, immoderate, pumped up, overblown, overripe, overstated, overplayed",,", magnified, aggrandized, unwarranted, immoderate, pumped up, overblown, overripe, overstated, overplayed"
discrete,(같은 종류의 다른 것들과) 별개의,独立的，各自的，单独的,,/dɪˈskriːt/,,", distinct, individual, detached, unattached, disconnected, discontinuous, disjunct, disjoined",,", distinct, individual, detached, unattached, disconnected, discontinuous, disjunct, disjoined"
apocalypse,(세계의) 파멸,大灾变；大动乱,,/əˈpɒkəlɪps/,,,,
hiatus,(행동의) 중단,间断，间隙,,/hʌɪˈeɪtəs/,,", break, interval, interruption, suspension, intermission, interlude, gap, lacuna, lull, rest, respite, breathing space, time out",,", break, interval, interruption, suspension, intermission, interlude, gap, lacuna, lull, rest, respite, breathing space, time out"
hologram,홀로그램(입체 사진술에 의한 입체 화상),全息图，全息影像,,/ˈhɒləɡram/,,,,
enervated,"활력을 잃은, 무기력한",乏力的;衰弱的;无精打采的,,,,,,
inhibit,억제[저해]하다,使…拘谨；使…有顾忌,,/ɪnˈhɪbɪt/,,", hinder, hamper, hold back, discourage, interfere with, obstruct, put a brake on, slow, slow down, retard",,", hinder, hamper, hold back, discourage, interfere with, obstruct, put a brake on, slow, slow down, retard"
scheme,"(운영) 계획, 제도",阴谋，诡计,,/skiːm/,,", project, plan of action, programme, strategy, stratagem, game plan",,", project, plan of action, programme, strategy, stratagem, game plan"
specious,허울만 그럴 듯한,似是而非的；貌似有理的；虚假的,,/ˈspiːʃəs/,,", seemingly correct, misleading, deceptive, false, fallacious, unsound, casuistic, sophistic",,", seemingly correct, misleading, deceptive, false, fallacious, unsound, casuistic, sophistic"
anterior,"앞쪽인, 앞의",前部的，前面的；向前的,,/anˈtɪərɪə/,,", fore, foremost part, anterior, forefront, nose, head",,", fore, foremost part, anterior, forefront, nose, head"
canard,"허위 보도, 유언비어",虚假新闻；谎报；假消息,,/kəˈnɑːd/,,", report, story, whisper, canard",,", report, story, whisper, canard"
vitiate,(무엇의 효과를) 해치다[떨어뜨리다],毁坏；破坏；削弱,,/ˈvɪʃɪeɪt/,,", wreck, destroy, upset, undo, mess up, make a mess of, dash, sabotage, scupper, scotch, torpedo, blast, vitiate",,", wreck, destroy, upset, undo, mess up, make a mess of, dash, sabotage, scupper, scotch, torpedo, blast, vitiate"
adjourn,"(재판·회의 등을) 중단하다, 휴정[휴회]하다",（使）休会；（使）休庭,,/əˈdʒəːn/,,", bring to an end, come to an end, conclude, finish, terminate, wind up, break off, halt, call a halt to, discontinue, dissolve",,", bring to an end, come to an end, conclude, finish, terminate, wind up, break off, halt, call a halt to, discontinue, dissolve"
ameliorate,개선하다,使变好，改善，改进,,/əˈmiːlɪəreɪt/,,", better, ameliorate, upgrade, refine, enhance, boost, build on, help, raise, revamp, brush up, polish up, perk up, tweak",,", better, ameliorate, upgrade, refine, enhance, boost, build on, help, raise, revamp, brush up, polish up, perk up, tweak"
innocuous,악의 없는,无害的,,/ɪˈnɒkjʊəs/,,", safe, non-dangerous, non-poisonous, non-toxic, non-irritant, non-injurious, innocent",,", safe, non-dangerous, non-poisonous, non-toxic, non-irritant, non-injurious, innocent"
levity,"경솔, 경박",消遣；轻率,,/ˈlɛvɪti/,,", carefreeness, light-mindedness, high spirits, vivacity, liveliness, conviviality, cheerfulness, cheeriness, humour, gaiety, fun, jocularity, hilarity, frivolity, frivolousness, amusement, mirth, laughter, merriment, glee, comedy, funniness, wit, wittiness, jollity, joviality, joking, drollery, good cheer, sportiveness, nonsense, irreverence, facetiousness, flippancy, blitheness, triviality, silliness, foolishness, childishness, giddiness, skittishness",,", carefreeness, light-mindedness, high spirits, vivacity, liveliness, conviviality, cheerfulness, cheeriness, humour, gaiety, fun, jocularity, hilarity, frivolity, frivolousness, amusement, mirth, laughter, merriment, glee, comedy, funniness, wit, wittiness, jollity, joviality, joking, drollery, good cheer, sportiveness, nonsense, irreverence, facetiousness, flippancy, blitheness, triviality, silliness, foolishness, childishness, giddiness, skittishness"
bellicose,"호전적인, 싸우기 좋아하는",好战的;好斗的,,/ˈbɛlɪkəʊs/,,", aggressive, hostile, threatening, antagonistic, pugnacious, truculent, confrontational, argumentative, quarrelsome, disputatious, contentious, militant, combative",,", aggressive, hostile, threatening, antagonistic, pugnacious, truculent, confrontational, argumentative, quarrelsome, disputatious, contentious, militant, combative"
pseudo,"허위의, 가짜의; 모조의",假的；伪的；冒充的,,/ˈsjuːdəʊ/,,", synthetic, simulated, man-made, manufactured, ersatz, substitute",,", synthetic, simulated, man-made, manufactured, ersatz, substitute"
ambulatory,보행의,（病人）不需卧床的，能走动的，晚上不需留院的,,/ˈambjʊlət(ə)ri/,,", peripatetic, wandering, wayfaring, roving, roaming, rambling, touring, nomadic, gypsy, migrant, migratory, ambulatory",,", peripatetic, wandering, wayfaring, roving, roaming, rambling, touring, nomadic, gypsy, migrant, migratory, ambulatory"
fracture,"골절 (부위); 균열, (갈라진) 금",（使）（骨头等硬物）破裂，（使）断裂，（使）折断,,/ˈfraktʃə/,,", breakage, cracking, cleavage, rupture, shattering, fragmentation, splintering, splitting, separation, bursting, disintegration",,", breakage, cracking, cleavage, rupture, shattering, fragmentation, splintering, splitting, separation, bursting, disintegration"
judiciary,"법관[판사]들, 사법부",（政府的）司法部；司法制度,,/dʒʊˈdɪʃ(ə)ri/,,", magistrates, judiciary, judicature",,", magistrates, judiciary, judicature"
adage,"속담, 격언",谚语；格言,,/ˈadɪdʒ/,,", maxim, axiom, proverb, aphorism, saw, dictum, precept, epigram, epigraph, motto, truism, platitude, cliché, commonplace",,", maxim, axiom, proverb, aphorism, saw, dictum, precept, epigram, epigraph, motto, truism, platitude, cliché, commonplace"
retrograde,(사태·시대 등에) 역행하는,倒退的；退步的；恶化的,,/ˈrɛtrəɡreɪd/,,", backwards, reverse, rearward, directed backwards, retreating, retrogressive",,", backwards, reverse, rearward, directed backwards, retreating, retrogressive"
cryptology,"[U] 암호 작성[해독]술; 암호학, 암호 연구",密码术；隐语,,/krɪpˈtɒlədʒi/,,,,
invidious,부당한; 남의 심기를 건드릴[시샘을 받을],（尤指由于不公）可能招致不满的，易引起反感的,,/ɪnˈvɪdɪəs/,,", awkward, difficult",,", awkward, difficult"
commiserate,(화가 났거나 실망한 사람에게) 위로[동정]를 표하다,表示同情（或惋惜）,,/kəˈmɪzəreɪt/,,", be sympathetic to, express sympathy for, send condolences to, offer condolences to, condole with, sympathize with, empathize with, feel pity for, feel sorry for, feel for, be moved by, mourn for, sorrow for, grieve for",,", be sympathetic to, express sympathy for, send condolences to, offer condolences to, condole with, sympathize with, empathize with, feel pity for, feel sorry for, feel for, be moved by, mourn for, sorrow for, grieve for"
belabor,장황하게 논하다,毒打一顿；责骂;就…作过度的说明；向…唠叨;反复研究（或讨论）,记忆技巧：be 加强 + labor 劳动，工作 → 劳作过多 → 过分啰嗦,/bəˈlābər/,,", labour, discuss at length, dwell on, harp on about, hammer away at, expound on, expand on",,", labour, discuss at length, dwell on, harp on about, hammer away at, expound on, expand on"
ascertain,(옳은 정보를) 알아내다[확인하다],弄清，确定，查明,,/ˌasəˈteɪn/,,", discover, come to know, get to know, work out, make out, fathom, fathom out, become aware of, learn, ferret out, dig out, dig up, establish, fix, determine, settle, decide, verify, make certain of, confirm, deduce, divine, intuit, diagnose, discern, perceive, see, realize, appreciate, identify, pin down, recognize, register, understand, grasp, take in, comprehend",,", discover, come to know, get to know, work out, make out, fathom, fathom out, become aware of, learn, ferret out, dig out, dig up, establish, fix, determine, settle, decide, verify, make certain of, confirm, deduce, divine, intuit, diagnose, discern, perceive, see, realize, appreciate, identify, pin down, recognize, register, understand, grasp, take in, comprehend"
mordant,"신랄한, 통렬한",（尤指幽默）尖锐的，尖刻而又风趣的,,/ˈmɔːd(ə)nt/,,", trenchant, biting, cutting, acerbic, sardonic, sarcastic, scathing, acid, sharp, keen, tart, pungent, stinging, astringent, incisive, devastating, piercing, rapier-like, razor-edged",,", trenchant, biting, cutting, acerbic, sardonic, sarcastic, scathing, acid, sharp, keen, tart, pungent, stinging, astringent, incisive, devastating, piercing, rapier-like, razor-edged"
discreet,"신중한, 조심스러운",审慎的，谨慎的，小心的,,/dɪˈskriːt/,,", circumspect, cautious, wary, chary, guarded, close-lipped, close-mouthed",,", circumspect, cautious, wary, chary, guarded, close-lipped, close-mouthed"
heterogeneous,여러 다른 종류들로 이뤄진,各种各样的；混杂的,,/ˌhɛt(ə)rə(ʊ)ˈdʒiːnɪəs/,,", diversified, varied, varying, miscellaneous, assorted, mixed, sundry, contrasting, disparate, different, differing, divergent, unrelated, variegated, wide-ranging",,", diversified, varied, varying, miscellaneous, assorted, mixed, sundry, contrasting, disparate, different, differing, divergent, unrelated, variegated, wide-ranging"
cryptic,"수수께끼 같은, 아리송한",神秘的，隐秘的；有隐义的；费解的,,/ˈkrɪptɪk/,,", mysterious, hard to understand, confusing, mystifying, perplexing, puzzling, obscure, abstruse, arcane, oracular, Delphic, ambiguous, elliptical, oblique",,", mysterious, hard to understand, confusing, mystifying, perplexing, puzzling, obscure, abstruse, arcane, oracular, Delphic, ambiguous, elliptical, oblique"
animosity,"반감, 적대감",仇恨；敌意；憎恶,,/ˌanɪˈmɒsɪti/,,", hostility, friction, antagonism, enmity, animus, opposition, aversion, acrimony, bitterness, rancour, resentment, dislike, ill feeling, bad feeling, ill will, bad blood, hatred, hate, loathing, detestation, abhorrence, odium",,", hostility, friction, antagonism, enmity, animus, opposition, aversion, acrimony, bitterness, rancour, resentment, dislike, ill feeling, bad feeling, ill will, bad blood, hatred, hate, loathing, detestation, abhorrence, odium"
knell,종소리 ; 조종(弔鐘),终结的预兆，完结的信号（同 death knell）,,/nɛl/,,", tolling, ringing, chime, clang, dong, peal, stroke, resounding, reverberation, clangour, boom",,", tolling, ringing, chime, clang, dong, peal, stroke, resounding, reverberation, clangour, boom"
inamorata,(여자) 애인,爱人，情人,,/ɪˌnaməˈrɑːtə/,,", girl, sweetheart, partner, significant other, inamorata, fiancée",,", girl, sweetheart, partner, significant other, inamorata, fiancée"
impede,(진행을) 지연시키다[방해하다],妨碍，阻碍；阻止,,/ɪmˈpiːd/,,", obstruct, hamper, handicap, hold back, hold up, delay, interfere with, disrupt, retard, slow, slow down, brake, put a brake on, restrain, fetter, shackle, hamstring, cramp, cripple",,", obstruct, hamper, handicap, hold back, hold up, delay, interfere with, disrupt, retard, slow, slow down, brake, put a brake on, restrain, fetter, shackle, hamstring, cramp, cripple"
accrue,"누적되다, 축적되다",积累；（逐渐）增加，增多,,/əˈkruː/,,", arise, follow, ensue, emanate, stem, spring, flow",,", arise, follow, ensue, emanate, stem, spring, flow"
disingenuous,솔직하지 못한(특히 아는 것을 모른다고 하는),（人或其行为）不够诚实的，不够坦白的,,/ˌdɪsɪnˈdʒɛnjʊəs/,,", deceitful, underhand, underhanded, duplicitous, double-dealing, two-faced, dissembling, insincere, false, lying, untruthful, mendacious",,", deceitful, underhand, underhanded, duplicitous, double-dealing, two-faced, dissembling, insincere, false, lying, untruthful, mendacious"
antipodal,"대척지(對蹠地)의, 지구상의 정반대 쪽의",正反对的；对跖的；对踵的；恰恰相反的（to）,,/anˈtɪpəd(ə)l/,,", opposed, opposing, oppositional, diametrically opposed, extreme, contrary, contradictory, antithetical, antagonistic, conflicting, counterbalancing",,", opposed, opposing, oppositional, diametrically opposed, extreme, contrary, contradictory, antithetical, antagonistic, conflicting, counterbalancing"
mellifluous,달콤한[감미로운],声音甜美的；圆润流畅的,,/mɛˈlɪflʊəs/,,", sweet-toned, dulcet, honeyed, mellow, soft, liquid, soothing, rich, smooth, euphonious, lyric, harmonious, tuneful, musical",,", sweet-toned, dulcet, honeyed, mellow, soft, liquid, soothing, rich, smooth, euphonious, lyric, harmonious, tuneful, musical"
composure,(마음의) 평정,镇静，沉着，泰然自若,,/kəmˈpəʊʒə/,,", self-possession, self-command, calmness, equanimity, equilibrium, calm, coolness, collectedness, serenity, tranquillity",,", self-possession, self-command, calmness, equanimity, equilibrium, calm, coolness, collectedness, serenity, tranquillity"
centigrade,"<눈금이>  백분도 (百分度) 의 ; <온도계가> 섭씨의(Celsius) ((略 C, c., Cent., cent.))",摄氏温度,,/ˈsɛntɪɡreɪd/,,,,
renitent,저항[반대]하는; 완강히 반항하는,抵抗压力的;顽强的,,/ˈrɛnɪtnt/,,,,
captivate,…의 마음을 사로잡다[매혹하다],使着迷；迷住；吸引,,/ˈkaptɪveɪt/,,", charm, enchant, bewitch, fascinate, beguile, entrance, enrapture, delight, attract, allure, lure",,", charm, enchant, bewitch, fascinate, beguile, entrance, enrapture, delight, attract, allure, lure"
controversy,논란,争议；争论；争辩,,/ˈkɒntrəvəːsi/,,", dispute, argument, debate, dissension, contention, disputation, altercation, wrangle, quarrel, squabble, war of words, storm",,", dispute, argument, debate, dissension, contention, disputation, altercation, wrangle, quarrel, squabble, war of words, storm"
fetter,(남의 자유를) 구속하다,束缚；限制；抑制,,/ˈfɛtə/,,", manacles, handcuffs, irons, leg irons, chains, bonds",,", manacles, handcuffs, irons, leg irons, chains, bonds"
obsequies,장례식,葬礼仪式,,/ˈɒbsɪkwɪz/,,", funeral service, funeral, burial ceremony, burial service, burial",,", funeral service, funeral, burial ceremony, burial service, burial"
reprove,"나무라다, 꾸짖다, 책망하다",责备；斥责；指责,,/rɪˈpruːv/,,", rebuke, reproach, scold, admonish, remonstrate with, chastise, chide, upbraid, berate, take to task, pull up, castigate, lambaste, read someone the Riot Act, give someone a piece of one's mind, haul over the coals, criticize, censure",,", rebuke, reproach, scold, admonish, remonstrate with, chastise, chide, upbraid, berate, take to task, pull up, castigate, lambaste, read someone the Riot Act, give someone a piece of one's mind, haul over the coals, criticize, censure"
hyperactive,활동 과잉의,好动亢奋的，过度活跃的,,/hʌɪpərˈaktɪv/,,", wild, frenetic, hectic, fraught, feverish, fevered, mad, crazed, manic, hyperactive, energetic, intense, furious, fast and furious, turbulent, tumultuous, confused, confusing",,", wild, frenetic, hectic, fraught, feverish, fevered, mad, crazed, manic, hyperactive, energetic, intense, furious, fast and furious, turbulent, tumultuous, confused, confusing"
vicarious,(느낌·경험이) 대리의[간접적인],间接感受到的；间接获得的,,/vɪˈkɛːrɪəs/,,", second-hand, secondary, derivative, derived, at one remove, surrogate, substitute, substituted, by proxy",,", second-hand, secondary, derivative, derived, at one remove, surrogate, substitute, substituted, by proxy"
overture,서곡(序曲),（尤指歌剧的）序曲，前奏曲,,/ˈəʊvətj(ʊ)ə/,,", introduction, opening, introductory movement, voluntary",,", introduction, opening, introductory movement, voluntary"
tinge,(아주 적은 색채를) 더하다[띠게 하다],（颜色或情感的）一丝，少许,,/tɪn(d)ʒ/,,", colour, dye, stain, shade, suffuse, flush, imbue, wash, overlay, bathe, saturate, steep, impregnate, permeate, penetrate, pervade, run through",,", colour, dye, stain, shade, suffuse, flush, imbue, wash, overlay, bathe, saturate, steep, impregnate, permeate, penetrate, pervade, run through"
forage,먹이를 찾다,搜寻；（尤指）觅食,,/ˈfɒrɪdʒ/,,", hunt, rummage, rummage around, forage, scrabble, grub, root about, root around, scavenge, fish about, fish around, rake around, feel around, grope around, nose around, ferret, ferret about, ferret around",,", hunt, rummage, rummage around, forage, scrabble, grub, root about, root around, scavenge, fish about, fish around, rake around, feel around, grope around, nose around, ferret, ferret about, ferret around"
pedagogue,교사; 남을 가르치기 좋아하는 사람,死板的教师；学究,,/ˈpɛdəɡɒɡ/,,", tutor, instructor, pedagogue, schoolteacher, schoolmaster, schoolmistress, master, mistress, governess, educationalist, educationist",,", tutor, instructor, pedagogue, schoolteacher, schoolmaster, schoolmistress, master, mistress, governess, educationalist, educationist"
judicious,"신중한, 판단력 있는",明断的；明智而审慎的,,/dʒuːˈdɪʃəs/,,", sensible, prudent, politic, shrewd, astute, canny, sagacious, common-sense, commonsensical, sound, well advised, well judged, well thought out, considered, thoughtful, perceptive, discerning, clear-sighted, insightful, far-sighted, percipient, discriminating, informed, intelligent, clever, enlightened, logical, rational",,", sensible, prudent, politic, shrewd, astute, canny, sagacious, common-sense, commonsensical, sound, well advised, well judged, well thought out, considered, thoughtful, perceptive, discerning, clear-sighted, insightful, far-sighted, percipient, discriminating, informed, intelligent, clever, enlightened, logical, rational"
attest,증명[입증]하다,表明；证明；证实,,/əˈtɛst/,,", show, reveal, be evidence of, display, exhibit, manifest, denote, evince, signify",,", show, reveal, be evidence of, display, exhibit, manifest, denote, evince, signify"
